id,Action
1,0.7373143576538156
2,0.9722747033071724
3,0.9999999999657547
4,0.9338499443129689
5,0.9999891154635329
6,0.9999999987394309
7,0.9859333459380584
8,0.9999741752194028
9,0.6214768147509627
10,0.9811865374504232
11,0.9999993239758478
12,0.9257130903352243
13,0.929698882676488
14,0.7580277307108245
15,0.9604073478795788
16,0.9779012043221456
17,0.9151226503406943
18,0.866368109283542
19,0.9817426577532146
20,0.9877573250527778
21,0.9999999297171818
22,0.9996333820699332
23,0.8408570973366384
24,0.9564336717115066
25,0.9316978754488268
26,0.9762227041094512
27,0.9194396563843339
28,0.6372839502879928
29,0.980653766027113
30,0.9996871517360973
31,0.9568183061412792
32,0.9603574940858909
33,0.9999943490290945
34,0.9668394960976078
35,0.9377972287820895
36,0.9863081657454481
37,0.9538301741550163
38,0.9941606894119952
39,0.999677235888166
40,0.8379244539807534
41,0.9360605254701803
42,0.9999995628393589
43,0.9666874616515478
44,0.96547917432252806
45,0.9678360840711439
46,0.9587225651845492
47,0.9999999999674495
48,0.934381800806881
49,0.9999937741958904
50,0.9999970959886062
51,0.9852581442023786
52,0.9740686065911109
53,0.9733056042993049
54,0.9998466501810529
55,0.9831587073404098
56,0.8941570799022227
57,0.9588680218845073
58,0.9999995441532499
59,0.9605526628404255
60,0.9999982450934908
61,0.9999999994192177
62,0.9822342398101014
63,0.9989967338381748
64,0.9999985967998684
65,0.9962700512715329
66,0.9999977257164206
67,0.9055148266158883
68,0.9845596540286697
69,0.9505204824784917
70,0.761533535886278
71,0.9333877103201735
72,0.9999147196461661
73,0.9617303915364724
74,0.9999980412968763
75,0.9752672006654786
76,0.979658466188426
77,0.9946435375220702
78,0.926909954022655
79,0.8580801502491592
80,0.9999997830997068
81,0.9999985728023998
82,0.9999973826208925
83,0.9822169594183914
84,0.9999705308800431
85,0.9744770361599935
86,0.916076410545563
87,0.9188573167928508
88,0.9999997202083261
89,0.999996767176687
90,0.9541669426818478
91,0.9999965781740652
92,0.9153461506651184
93,0.9999999997027538
94,0.8920085554457925
95,0.9999997926600791
96,0.9999102874666245
97,0.7996666653783319
98,0.9675470299790431
99,0.999998266163534
100,0.999976967805913
101,0.9646554309958577
102,0.6995488821946075
103,0.9796927374339847
104,0.8903187260390147
105,0.8571575849421453
106,0.99248341124522
107,0.9938918767858109
108,0.9123659951695559
109,0.9751308396809655
110,0.9800957671950785
111,0.8959289566952354
112,0.9334748850112617
113,0.9999954400075204
114,0.9999999529110543
115,0.9463620998445186
116,0.9416659911015848
117,0.9751815780718937
118,0.9933961707910067
119,0.9999999999999998
120,0.9999983091572034
121,0.9939542746514638
122,0.9999978654469199
123,0.8704735495939094
124,0.9687160132256961
125,0.9999998086483725
126,0.8686105413444796
127,0.6470779600286526
128,0.9364372098143583
129,0.9998055748221786
130,0.9006571056896109
131,0.9942981098065573
132,0.9609675069797021
133,0.9719713787961952
134,0.8400875190059741
135,0.9999999999565181
136,0.8625338691541333
137,0.9863909836692062
138,0.964744571334788
139,0.9996764904332135
140,0.9998297330575187
141,0.9970017635328615
142,0.9999212896114567
143,0.9862155097494035
144,0.999997116619661
145,0.9999999999807514
146,0.8715238146574459
147,0.619500721037635
148,0.9412250639720163
149,0.9999990771968914
150,0.9999486705298412
151,0.9745561658357562
152,0.9825517209827592
153,0.9742948809693027
154,0.9263238098083083
155,0.9567729105632348
156,0.9769948247726722
157,0.9871456370549594
158,0.9227852627054411
159,0.9941510086312367
160,0.9044356393805897
161,0.6247369997244708
162,0.9919375557607899
163,0.9822703660740323
164,0.9999989802507152
165,0.999996026191249
166,0.9999999558818384
167,0.9505166253129315
168,0.9999994251950892
169,0.8972681869874661
170,0.9996601349248491
171,0.974116561799068
172,0.9998951227039035
173,0.9722458890033965
174,0.9999993331961311
175,0.9999989331259244
176,0.9997920988727139
177,0.999790178112451
178,0.9999998259128555
179,0.9999999081802011
180,0.619500721037635
181,0.49248021936763425
182,0.9006571056896109
183,0.9549245114346642
184,0.9240521139714547
185,0.9758005069933657
186,0.6755844663605113
187,0.9999994984058718
188,0.9499645758763235
189,0.8404171545307312
190,0.974889210433854
191,0.9999999999996183
192,0.9999209973337916
193,0.9999999540045149
194,0.9863881931177543
195,0.9715687608237796
196,0.9999999510059695
197,0.9999975685159996
198,0.9472544363604543
199,0.9679888800422185
200,0.5414732741025642
201,0.9504871578659113
202,0.9998429680865552
203,0.902099784036737
204,0.9456977591220921
205,0.9999978937709731
206,0.9868933719646891
207,0.9790420697652905
208,0.9603466723803276
209,0.8926062442880701
210,0.9820427888220339
211,0.9649065923993758
212,0.898487250672212
213,0.9999999989366215
214,0.903871436995104
215,0.9999995365472856
216,0.9506258038174149
217,0.9616710227672057
218,0.9999824065669366
219,0.9999993025598
220,0.9337951958881112
221,0.8951181974927621
222,0.9999990198968524
223,0.999999989034221
224,0.8763332203151546
225,0.9859629238782698
226,0.9316147637388945
227,0.8716546971803066
228,0.9130207590773901
229,0.9999949793528392
230,0.9799892430665824
231,0.9619246252192348
232,0.8869294914032383
233,0.9717452416329552
234,0.872947082729634
235,0.9660090475992748
236,0.890753595540639
237,0.9835899105660135
238,0.9416690124831952
239,0.9708901162404632
240,0.9999972803276801
241,0.9415769297352904
242,0.7784509578013892
243,0.8984824985377481
244,0.9999999999605746
245,0.8455511412451892
246,0.9890638136519629
247,0.9627840007067043
248,0.9657954745857508
249,0.9833639120366332
250,0.9883822826986701
251,0.9937891762963275
252,0.988830391866834
253,0.9999876454817426
254,0.9841741072304591
255,0.9999992256315068
256,0.9559339052517863
257,0.9822285218389316
258,0.8257708348366919
259,0.8846708243199495
260,0.9999999760248856
261,0.9999977201282421
262,0.9459927331460687
263,0.9648578375447008
264,0.9906184469558573
265,0.9993713897055888
266,0.9603466723803276
267,0.9229655024677716
268,0.9843945893972924
269,0.9833639120366332
270,0.9642844510028067
271,0.9727626006380392
272,0.8985990216419131
273,0.9374994826191171
274,0.9721291648384188
275,0.9999967257988507
276,0.999496544890313
277,0.9927909384386069
278,0.999987253837509
279,0.9810447804772866
280,0.8921676571888563
281,0.9999999999403397
282,0.9825133513032808
283,0.7879115248624592
284,0.9587354680519251
285,0.9726780870777894
286,0.975939248872778
287,0.9999944464862259
288,0.9999749383516494
289,0.8856849693983578
290,0.9993713897055888
291,0.81087892404447115
292,0.9515955896549921
293,0.9733755964383924
294,0.9386283148109148
295,0.9999717479036344
296,0.8300026903625777
297,0.43997596739138106
298,0.9948663362752758
299,0.7389510676215402
300,0.9999971059813343
301,0.8651472169807328
302,0.962443695537951
303,0.7003711488301828
304,0.6947384876322903
305,0.999815500113968
306,0.9805095858399299
307,0.9744770361599935
308,0.9999998356896406
309,0.9647850747508372
310,0.9597481527705044
311,0.9921071962863456
312,0.9697646545974914
313,0.961800417909735
314,0.9420559916976093
315,0.9999999999994417
316,0.9751999155042729
317,0.9627285244725683
318,0.9886658702416775
319,0.8330378036857867
320,0.9916586686259392
321,0.9893511469375463
322,0.7541325455961897
323,0.9999999727320451
324,0.9999993648152842
325,0.9901605795906707
326,0.8981134333818379
327,0.9635517153628473
328,0.9999988562753359
329,0.9705307844257766
330,0.9733934369536608
331,0.9307163529568455
332,0.9444481546284333
333,0.9841535870088725
334,0.7313310681875564
335,0.9999997666599839
336,0.9779987408078799
337,0.9027468142529692
338,0.9979142564548703
339,0.931388674690757
340,0.9158710383189906
341,0.967875419389881
342,0.9711360718622204
343,0.8698244598737774
344,0.9999998180907751
345,0.9999858667801486
346,0.9809113130065099
347,0.8959238173347863
348,0.968137702586644
349,0.9950486354679151
350,0.9511341132226627
351,0.8981732865034664
352,0.9999878054161222
353,0.9376550029085415
354,0.7712411524794155
355,0.9400566102293079
356,0.9926822205104259
357,0.9407769719399486
358,0.9998513418005104
359,0.927754927087886
360,0.9339583301094042
361,0.9604207188026631
362,0.9899184743001377
363,0.9843251620071364
364,0.43873393480473016
365,0.9862684822761263
366,0.9843655094855319
367,0.9999980523379403
368,0.9999441384835015
369,0.999999999962923
370,0.9022251274798578
371,0.9751625027997524
372,0.9999965712723
373,0.7351389662428429
374,0.8102010620579265
375,0.9283473079566439
376,0.9997345881535082
377,0.4196314829589109
378,0.9416407230831979
379,0.9999902596413928
380,0.936519756204763
381,0.8831398054119644
382,0.934381800806881
383,0.9961687702252566
384,0.9995443768783328
385,0.9047892529565529
386,0.9579101077936973
387,0.9718645964541941
388,0.9999757361275154
389,0.9999990861605802
390,0.9866862079173279
391,0.9997458074243443
392,0.9882061301252815
393,0.9520689260357229
394,0.982070536622184
395,0.8787692987597299
396,0.9917680424928033
397,0.9999999999807514
398,0.9767636363993193
399,0.9692466726557478
400,0.8714868002328406
401,0.9999999999862063
402,0.9889842255600387
403,0.9439978958460824
404,0.9900819756300324
405,0.999943331395688
406,0.935829706717692
407,0.8164234457577179
408,0.9793179816359187
409,0.9751625027997524
410,0.9448776154214621
411,0.9940664997865595
412,0.9083943511154123
413,0.786601170906915
414,0.9999200451302191
415,0.9999999999705658
416,0.9693495625321195
417,0.9999965258381224
418,0.9154150131262527
419,0.9672956464532381
420,0.9999995691077864
421,0.9836328301160389
422,0.9404447144514502
423,0.9998674358992314
424,0.9996890016330593
425,0.9999968565952575
426,0.9883455682480139
427,0.9999995913933587
428,0.9999992582567022
429,0.8842222874758965
430,0.9999994200613944
431,0.9540694756175097
432,0.9319954586674819
433,0.9796927374339847
434,0.8719057839640493
435,0.9844698022703833
436,0.9974212951168587
437,0.962212124237742
438,0.9274541642846515
439,0.9317830158227431
440,0.926909954022655
441,0.9657309627415396
442,0.9999999814536005
443,0.9725203972742856
444,0.9307163529568455
445,0.8519634567417483
446,0.9690200793573867
447,0.857127057566137
448,0.9999999999789725
449,0.9702469897275637
450,0.8840841710926083
451,0.9569123660408057
452,0.9162054814351966
453,0.9999991405098525
454,0.9997905024524165
455,0.9997134246642714
456,0.9869999811609429
457,0.9788796607423568
458,0.9074421132941579
459,0.9652130455770674
460,0.8814300757566321
461,0.71963691333987
462,0.9999999999943858
463,0.9999995028015892
464,0.9999055978713064
465,0.9813112785546882
466,0.972277086316583
467,0.8617769787596782
468,0.90908085359045665
469,0.9999993338500617
470,0.9114996858860268
471,0.9665949896448455
472,0.9768891909995632
473,0.9999997408211099
474,0.9992698994194031
475,0.9056202481991713
476,0.9998242268339949
477,0.9999985949891695
478,0.9478014586843452
479,0.9891722174767846
480,0.9999999425291007
481,0.9999121910125212
482,0.9785389360667256
483,0.9999988613103833
484,0.9711360718622204
485,0.9682888217666107
486,0.9456977591220921
487,0.8559765650739631
488,0.9999996306818931
489,0.9999970350571837
490,0.9456977591220921
491,0.9786478197651962
492,0.9996585821926887
493,0.9212494556664624
494,0.9647018687925152
495,0.9207948943139401
496,0.9939525718685737
497,0.9935115181279499
498,0.999997250559816
499,0.9999986681398714
500,0.9924321726052815
501,0.9999999999814025
502,0.9232577832784518
503,0.9623378889263355
504,0.999874599894019
505,0.961916843158688
506,0.9844698232306691
507,0.9999993243017619
508,0.9768870341640331
509,0.9314959177059765
510,0.9218810419542998
511,0.8654303479810522
512,0.9725372690906106
513,0.9309705007097123
514,0.7953916631068286
515,0.9999996117612057
516,0.982844339642745
517,0.976251665673296
518,0.9849256709177796
519,0.9083142205623468
520,0.8538890222273905
521,0.9707270616667493
522,0.9183672325489504
523,0.9999915614781487
524,0.8428553926600993
525,0.9251204611305314
526,0.8675308016642868
527,0.967616078676906
528,0.9384908125074601
529,0.8922553007612526
530,0.9999999999756828
531,0.964607991066506
532,0.9420559916976093
533,0.9760780062259572
534,0.8333941553818035
535,0.9403339735701848
536,0.9999994391368817
537,0.9815279053745092
538,0.9146713089216439
539,0.9627840007067043
540,0.9638265836791443
541,0.926337891853677
